Unnamed: 0,agent,group,model,AS_fit,DB_fit,VS_fit,SG_fit,lambda,beta,tau,gamma,alpha,eps_soc,lambda_fit,beta_fit,tau_fit,par_fit
2415,1.0,5.0,AS,37.1540750517325,33.66721534075456,53.86505645247201,33.52279562868946,0.600877053239407,0.4225264855722761,0.0107424292467871,0.0,0.0,0.0,0.6087517747776106,0.4192545157110724,0.010242451499325398,
2430,2.0,5.0,DB,58.65597037803909,38.00053859213781,56.68258944129652,53.911194372174464,0.2372748169121239,0.2467975997390026,0.014719014604983,0.860306543092155,0.0,0.0,0.11962518914625106,0.2567978817822852,0.011222853887687258,0.8247113406773758
2445,3.0,5.0,VS,41.31687754929163,27.646131187062405,34.670945401658734,33.87706615101731,0.3897847104181018,0.1726585895384837,0.0107768766181276,0.0,0.3562497690398626,0.0,0.5724845056820562,0.10446072776620433,0.03148387088558366,0.17858589843359998
2880,0.0,6.0,AS,32.204607759777915,32.56240961976633,44.65538000320458,32.71137234434594,1.6572344893897293,0.7460403568260979,0.0123003508623241,0.0,0.0,0.0,1.6174832987334842,0.790429748223775,0.011087416941208319,
2895,1.0,6.0,AS,45.55260055098277,45.62814044522549,45.70123045801608,45.7628739269425,0.1989703813965648,0.3159381970676189,0.0171282650192777,0.0,0.0,0.0,0.026611793609097528,0.2737960353342274,0.0253360332121552,
2910,2.0,6.0,SG,66.02590486152712,66.03699970707054,66.11376854330902,65.68774383389027,0.4913475157227073,0.5981155996973373,0.1246821454291057,0.0,0.0,4.455529196381772,0.4830575767670481,0.5799930416921331,0.051090973517735366,7.652526954268337
2925,3.0,6.0,SG,56.80992799004873,54.94609436064015,57.4500601173972,38.85294920833008,0.3529705098782768,0.4081473928764585,0.0125357024051792,0.0,0.0,1.3151135186981917,0.06357901346055486,0.3947919620876379,0.014721797055300802,0.9413798931451898
3360,0.0,7.0,SG,71.96030778099794,64.44877500885957,63.90556422651369,62.38433645213264,0.5144260870156677,0.3149323031356529,0.0508405528042817,0.0,0.0,0.8362339934063363,0.4663009805469125,0.34869153817204135,0.03326162892187938,2.3594212008391793
3375,1.0,7.0,DB,56.84122346844077,53.33659720572562,59.5924134206968,57.033469906727206,0.2806200242798877,0.3747464883996544,0.0170653507794208,0.437076902673973,0.0,0.0,0.37380063864114543,0.3596212338601563,0.016422044142400657,0.3552558676175783
3390,2.0,7.0,AS,55.859232635010905,56.1506630292868,63.33837403322164,56.179529515746566,0.1714065965917644,0.4019345317472012,0.0092905935685297,0.0,0.0,0.0,0.02989832470793671,0.4195106924519063,0.006449386667279849,
3405,3.0,7.0,SG,24.76987926283796,23.076784472572715,40.33824578241621,8.80555563657465,0.358484222671685,0.1417371779667374,0.0127136558251948,0.0,0.0,0.5412732357274123,0.03167674569037516,0.15260726315702267,0.013032182978292456,0.6489380625941026
3840,0.0,8.0,VS,57.84708912420606,53.71671681952141,35.795439211916815,57.12105429056785,0.2638933271903171,0.8454529002596922,0.0196865228819543,0.0,0.4201649741185315,0.0,0.025040817223721278,0.6995117900072112,0.021185855525446676,0.31783496221484064
3855,1.0,8.0,VS,28.35558983328601,23.4665028689087,25.34567788851733,21.42029594404258,0.3527389686090196,0.2942430176327016,0.0026696168712264,0.0,0.7265745951837933,0.0,0.5745103305777479,0.155510219618355,0.02873268692911199,0.283161761381312
